Name,Score,Type,Episodes,Aired,Source,Rating,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5
A-Channel: +A-Channel,6.979762176995198,Special,11,"May 25, 2011 to Oct 26, 2011",4-koma manga,PG-13 - Teens 13 or older,17491,15,596,12385,561,383,3566,501.0,709.0,1723.0,2889.0,1696.0,835.0,234.0,83.0,35.0,41.0,Comedy, School, Slice of Life, Seinen,
Panty & Stocking in Sanitarybox,6.440120467698122,Special,1,"Apr 28, 2011",Original,R - 17+ (violence & profanity),31563,51,355,24820,223,177,5988,779.0,1137.0,2363.0,4275.0,4089.0,2310.0,994.0,425.0,308.0,254.0,Action, Comedy, Parody, Dementia, Supernatural
Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,6.651867219917013,Movie,1,"Jul 16, 2011",Game,PG - Children,33177,11,177,29150,184,164,3502,1056.0,1250.0,2809.0,5613.0,4488.0,2504.0,907.0,394.0,158.0,101.0,Adventure, Comedy, Drama, Fantasy, Kids
Jingi,6.283333333333333,OVA,2,"Dec 4, 1991 to Apr 8, 1992",Original,R+ - Mild Nudity,319,0,16,86,9,39,169,6.0,8.0,3.0,14.0,8.0,9.0,4.0,2.0,2.0,4.0,Adventure, Police, Drama,,
Saru to Kani no Gassen,4.577689243027889,Movie,1,"May 20, 1917",Other,G - All Ages,646,0,21,366,16,86,157,20.0,4.0,7.0,17.0,26.0,62.0,31.0,18.0,28.0,38.0,Drama,,,,
Tora-chan no Kankan Mushi,5.008219178082192,Movie,1,1950,Original,G - All Ages,671,0,13,514,7,41,96,9.0,3.0,17.0,42.0,68.0,104.0,57.0,18.0,24.0,23.0,Drama,,,,
Kikou Kai Galient OVA,5.953846153846154,OVA,3,"Jan 26, 1986 to Aug 5, 1986",Original,PG-13 - Teens 13 or older,763,1,36,347,13,39,328,11.0,19.0,16.0,41.0,66.0,63.0,22.0,12.0,7.0,3.0,Action, Sci-Fi, Fantasy, Mecha,
Lupin tai Holmes,5.776,Special,1,"May 5, 1981",Original,PG-13 - Teens 13 or older,697,1,21,222,16,55,383,8.0,7.0,8.0,21.0,31.0,22.0,8.0,9.0,2.0,9.0,Mystery,,,,
Shita-kiri Suzume,5.827586206896552,Movie,1,"Oct 18, 1917",Original,G - All Ages,329,0,16,95,19,92,107,8.0,2.0,5.0,6.0,11.0,13.0,2.0,3.0,2.0,6.0,Drama,,,,
Kachikachi Yama,5.203125,Movie,1,"Oct 20, 1917",Other,G - All Ages,483,0,30,188,24,95,146,14.0,2.0,6.0,15.0,22.0,26.0,10.0,6.0,8.0,19.0,Drama,,,,
Momotarou,5.546296296296297,Movie,1,"Mar 1, 1918",Original,G - All Ages,455,0,19,173,19,89,155,12.0,0.0,9.0,12.0,19.0,27.0,9.0,8.0,2.0,10.0,Drama,,,,
Kintarou,6.3584905660377355,Movie,1,"Mar 16, 1918",Original,G - All Ages,300,0,18,88,14,85,95,13.0,1.0,3.0,8.0,8.0,10.0,3.0,0.0,1.0,6.0,Drama,,,,
Issunboushi,5.595959595959596,Movie,1,"Mar 20, 1918",Original,G - All Ages,392,0,18,163,15,83,113,12.0,1.0,4.0,12.0,23.0,24.0,5.0,4.0,5.0,9.0,Drama,,,,
Robot Taekwon V,4.171270718232044,Movie,1,"Jul 24, 1976",Original,PG - Children,458,0,17,238,9,47,147,6.0,1.0,8.0,13.0,17.0,29.0,28.0,35.0,23.0,21.0,Action, Mecha,,,
Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,7.492581602373887,OVA,1,2002,Manga,G - All Ages,6025,3,110,4363,74,62,1416,292.0,364.0,620.0,851.0,353.0,153.0,40.0,8.0,5.0,10.0,Game, Comedy, Supernatural, Shounen,
Detective Conan vs. Wooo,6.099621007038441,ONA,2,"Apr 22, 2011 to Jun 23, 2011",Original,G - All Ages,4538,3,101,2951,84,114,1288,167.0,80.0,144.0,324.0,449.0,345.0,156.0,95.0,41.0,46.0,Adventure, Comedy, Mystery, Police, Shounen
Soccer Fever,6.396039603960396,TV,51,"Apr 4, 1994 to Apr 3, 1995",Original,PG - Children,488,1,30,155,14,72,217,11.0,5.0,13.0,22.0,19.0,15.0,7.0,3.0,1.0,5.0,Historical, Sports,,,
SKET Dance: Tettei Bunseki Special,7.113323124042879,Special,1,"May 3, 2011",Original,PG-13 - Teens 13 or older,4810,5,135,2099,123,111,2342,151.0,112.0,224.0,395.0,235.0,130.0,23.0,9.0,9.0,18.0,School, Shounen,,,
Dead Heat,5.377398720682303,OVA,1,"Aug 7, 1987",Original,PG-13 - Teens 13 or older,1024,0,37,596,18,47,326,8.0,5.0,16.0,78.0,116.0,121.0,75.0,29.0,14.0,7.0,Action, Sports, Mecha, Sci-Fi,
Kore wa Zombie Desu ka? of the Dead,7.560074350630329,TV,10,"Apr 5, 2012 to Jun 7, 2012",Light novel,R - 17+ (violence & profanity),322201,761,9476,258146,5692,5333,43554,16933.0,28307.0,55684.0,51729.0,21226.0,8567.0,3108.0,1197.0,582.0,426.0,Action, Harem, Comedy, Supernatural, Magic
Guilty Crown,7.464387899283335,TV,22,"Oct 14, 2011 to Mar 23, 2012",Original,R - 17+ (violence & profanity),950798,17500,46199,620576,32033,48643,203347,66713.0,82936.0,122786.0,114213.0,59306.0,30313.0,18470.0,8469.0,4345.0,3427.0,Action, Sci-Fi, Super Power, Drama, Romance
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,6.925210904892993,OVA,1,"Dec 7, 2011",Light novel,R+ - Mild Nudity,99719,74,1544,84028,603,529,13015,3768.0,4895.0,10553.0,17825.0,10038.0,5196.0,2038.0,1038.0,562.0,392.0,Action, Sci-Fi, Harem, Comedy, Ecchi
Softenni Specials,6.123835616438356,Special,6,"Jun 22, 2011 to Nov 23, 2011",Manga,R+ - Mild Nudity,3920,2,162,2539,129,111,979,73.0,90.0,173.0,408.0,492.0,320.0,126.0,80.0,37.0,26.0,Comedy, Ecchi,,,
Kayoe! Chuugaku,5.431034482758621,TV,425,"Jun 6, 2011 to Mar 28, 2014",Original,PG-13 - Teens 13 or older,375,1,50,73,14,99,139,8.0,0.0,6.0,5.0,8.0,14.0,3.0,2.0,4.0,8.0,Comedy, School,,,
Un-Go,7.34869137973885,TV,11,"Oct 14, 2011 to Dec 23, 2011",Novel,R - 17+ (violence & profanity),128732,628,5903,64941,4692,5738,47458,3468.0,7295.0,14298.0,14938.0,6991.0,3232.0,1260.0,458.0,216.0,151.0,Mystery, Supernatural,,,
Chime,5.95526417277285,Music,1,"Jun 1, 2011",Original,G - All Ages,4266,7,35,3665,23,34,509,122.0,101.0,220.0,514.0,645.0,545.0,198.0,117.0,86.0,45.0,Music,,,,
Chihayafuru,8.164753656818464,TV,25,"Oct 5, 2011 to Mar 28, 2012",Manga,PG-13 - Teens 13 or older,348658,6927,21814,170333,16589,12964,126958,21387.0,39804.0,46808.0,23688.0,7841.0,3334.0,1031.0,451.0,207.0,247.0,Drama, Game, Josei, School, Slice of Life
Copihan,5.417665984205908,ONA,7,"Aug 12, 2011 to Nov 3, 2011",Manga,PG-13 - Teens 13 or older,7570,5,447,4124,314,647,2038,83.0,78.0,228.0,543.0,772.0,772.0,419.0,253.0,168.0,103.0,Comedy, School, Sci-Fi,,
MonHun Nikki Girigiri Airou Mura G,5.7594936708860756,TV,13,"Jul 1, 2011 to Sep 29, 2011",Game,G - All Ages,535,0,26,206,20,69,214,9.0,3.0,18.0,33.0,41.0,20.0,6.0,8.0,4.0,16.0,Action, Comedy,,,
"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",7.385500857212834,Special,1,"Jul 29, 2011",Manga,G - All Ages,7641,0,103,5733,81,60,1664,260.0,511.0,1151.0,1270.0,575.0,216.0,59.0,22.0,7.0,12.0,Slice of Life, Historical, Seinen,,
Kami nomi zo Shiru Sekai: 4-nin to Idol,7.332914360754151,OVA,1,"Sep 16, 2011",Manga,PG-13 - Teens 13 or older,90923,105,1008,75752,539,345,13279,3817.0,5454.0,13492.0,18497.0,7893.0,2957.0,769.0,235.0,95.0,96.0,Comedy, Music, Shounen, Supernatural,
Nichijou: Original Jikai Yokoku,6.965863923310732,Special,25,"Jun 24, 2011 to Jun 29, 2012",Manga,PG-13 - Teens 13 or older,16870,18,714,6147,1018,582,8409,494.0,388.0,725.0,1033.0,808.0,484.0,167.0,85.0,46.0,47.0,Slice of Life, Comedy, School,,
Mobile Suit Gundam AGE,6.3857571451129,TV,49,"Oct 9, 2011 to Sep 23, 2012",Original,PG-13 - Teens 13 or older,26453,53,2048,14002,1644,2849,5910,489.0,786.0,1982.0,3286.0,2653.0,1647.0,991.0,443.0,225.0,164.0,Action, Mecha, Sci-Fi, Space,
Pucca 2,6.572066326530612,TV,13,"Mar 7, 2008 to Jul 24, 2008",Original,G - All Ages,5890,3,137,4949,65,147,592,290.0,211.0,383.0,750.0,689.0,464.0,149.0,93.0,61.0,46.0,Action, Comedy, Parody, Romance,
Toumei Shounen Tantei Akira,4.610169491525424,Special,1,1970,Original,PG-13 - Teens 13 or older,333,0,9,152,6,46,120,11.0,0.0,3.0,18.0,6.0,21.0,12.0,17.0,14.0,16.0,Action, Shounen,,,
Alps no Shoujo Heidi Pilot,5.314763231197771,Special,1,1967,Original,G - All Ages,916,1,16,573,18,67,242,16.0,8.0,23.0,54.0,57.0,95.0,38.0,26.0,25.0,17.0,Comedy, Drama, Slice of Life,,
UFO Senshi Dai Apolon 2,6.0,TV,21,"Oct 7, 1976 to Feb 24, 1977",Original,PG-13 - Teens 13 or older,373,0,20,107,9,76,161,6.0,4.0,6.0,11.0,16.0,15.0,2.0,1.0,3.0,5.0,Action, Sci-Fi, Mecha,,
Ranma ½: Tendou-ke no Oyobidenai Yatsura!,7.0326460481099655,Special,1,"Aug 30, 1992",Original,PG-13 - Teens 13 or older,3590,0,80,2037,75,68,1330,133.0,88.0,198.0,324.0,235.0,122.0,31.0,12.0,11.0,10.0,Comedy, Martial Arts, Slice of Life,,
Sengoku Majin Goushougun (Movie),6.154471544715447,Movie,1,"Apr 24, 1982",Original,PG-13 - Teens 13 or older,518,1,18,190,9,51,250,7.0,7.0,12.0,29.0,24.0,25.0,8.0,5.0,3.0,3.0,Mecha, Parody, Sci-Fi,,
Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,7.072072072072072,Movie,1,"Oct 29, 2011",Original,G - All Ages,4585,3,83,2631,74,106,1691,152.0,186.0,333.0,510.0,323.0,168.0,69.0,18.0,7.0,10.0,Kids, Magic, Fantasy, Shoujo,
Ranma ½: Totteoki Talk - Best of Memories,7.1727605118829985,OVA,1,"May 1, 1993",Original,PG-13 - Teens 13 or older,3551,1,78,1950,83,90,1350,137.0,111.0,192.0,303.0,181.0,111.0,28.0,15.0,7.0,9.0,Slice of Life, Comedy, Martial Arts,,
Ranma ½: 1994 Music Calendar,6.7828004410143325,OVA,1,1993,Original,PG-13 - Teens 13 or older,2869,3,77,1554,65,81,1092,102.0,73.0,119.0,213.0,189.0,130.0,37.0,22.0,12.0,10.0,Slice of Life, Martial Arts, Comedy,,
Ranma ½: DoCo Music Video,6.986908358509567,OVA,1,"Aug 19, 1995",Original,PG-13 - Teens 13 or older,3075,1,75,1708,66,79,1147,127.0,84.0,149.0,245.0,201.0,118.0,34.0,11.0,16.0,8.0,Comedy, Martial Arts, Music, Slice of Life,
Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,7.30827067669173,OVA,1,"Mar 3, 1995",Original,PG-13 - Teens 13 or older,3861,1,97,2200,82,86,1396,147.0,121.0,251.0,359.0,176.0,91.0,21.0,16.0,10.0,5.0,Comedy, Martial Arts, Slice of Life,,
Ikoku Meiro no Croisée: Yune & Alice,6.379439252336448,Special,7,"Sep 21, 2011 to Mar 21, 2012",Manga,G - All Ages,4337,3,149,2234,168,135,1651,88.0,62.0,174.0,417.0,424.0,290.0,85.0,37.0,17.0,11.0,Historical, Seinen, Slice of Life,,
Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,7.272583701831965,Special,6,"Sep 21, 2011 to Feb 22, 2012",Light novel,PG-13 - Teens 13 or older,31543,31,687,20719,517,364,9256,1158.0,1290.0,2921.0,3905.0,2021.0,934.0,232.0,112.0,56.0,35.0,Comedy, Romance, School, Super Power,
Double-J,5.409490693393332,TV,11,"Jun 29, 2011 to Sep 14, 2011",Manga,PG-13 - Teens 13 or older,10737,7,485,5646,387,1147,3072,93.0,111.0,341.0,776.0,1145.0,1054.0,633.0,360.0,230.0,146.0,Comedy, School, Shounen,,
Fullmetal Alchemist: The Sacred Star of Milos Specials,7.014965259219669,ONA,4,"Jun 10, 2011 to Jun 30, 2011",Manga,PG-13 - Teens 13 or older,19356,21,399,9715,487,361,8394,615.0,610.0,935.0,1463.0,974.0,554.0,234.0,91.0,54.0,83.0,Comedy, Magic, Fantasy,,
Manyuu Hikenchou Specials,6.207041072925398,Special,8,"Oct 4, 2011 to Jan 7, 2012",Manga,R+ - Mild Nudity,11844,29,567,7103,273,239,3662,441.0,255.0,465.0,910.0,1089.0,763.0,351.0,204.0,166.0,128.0,Action, Ecchi, Seinen,,
Inumarudashi,4.697478991596639,TV,4,"Jun 10, 2011 to Jul 22, 2011",Manga,PG-13 - Teens 13 or older,610,0,30,173,20,55,332,5.0,0.0,4.0,8.0,20.0,37.0,12.0,12.0,11.0,10.0,Comedy,,,,
Shinryaku! Ika Musume: Ika Ice Tabena-ika?,6.57470801449859,Music,1,"Jul 6, 2011",Manga,PG-13 - Teens 13 or older,5582,3,105,3786,67,73,1551,158.0,143.0,324.0,642.0,655.0,360.0,114.0,39.0,21.0,27.0,Music,,,,
Seibu Tetsudou Ekiin Tako-chan,4.884615384615385,ONA,12,"Apr 15, 2011 to Feb 29, 2012",Original,G - All Ages,212,0,14,69,9,46,74,5.0,0.0,1.0,6.0,7.0,9.0,9.0,5.0,6.0,4.0,Comedy, Parody, Police, Slice of Life,
Game Tengoku: The Game Paradise!,5.407894736842105,OVA,1,"Jun 6, 1997",Original,PG-13 - Teens 13 or older,311,1,15,117,8,32,139,3.0,0.0,10.0,16.0,7.0,17.0,7.0,6.0,6.0,4.0,Action, Adventure, Comedy, Mecha,
Penguin no Mondai Max,5.717391304347826,TV,50,"Apr 3, 2010 to Mar 26, 2011",Original,G - All Ages,226,0,14,75,8,49,80,5.0,0.0,2.0,12.0,9.0,7.0,3.0,1.0,2.0,5.0,Comedy, Kids,,,
Penguin no Mondai DX?,5.615384615384615,TV,52,"Apr 2, 2011 to Mar 31, 2012",Original,G - All Ages,216,0,15,67,5,47,82,4.0,0.0,1.0,11.0,5.0,9.0,2.0,1.0,2.0,4.0,Comedy, Kids,,,
Sorette♡Dakara ne!,4.9635479951397325,ONA,1,"Jun 24, 2011",Original,PG-13 - Teens 13 or older,1670,0,49,1144,8,31,438,15.0,7.0,28.0,106.0,154.0,234.0,112.0,69.0,59.0,39.0,Slice of Life,,,,
Tennis no Ouji-sama: Pair Prince,7.322637106184364,Special,8,"Jun 25, 2010 to Dec 22, 2010",Original,PG-13 - Teens 13 or older,4829,4,121,2953,106,118,1531,212.0,210.0,367.0,468.0,242.0,122.0,35.0,27.0,15.0,16.0,Comedy, Sports, Drama, Shounen,
Steins;Gate: Oukoubakko no Poriomania,8.340285907511486,Special,1,"Feb 22, 2012",Visual novel,PG-13 - Teens 13 or older,338678,793,3932,287633,1383,691,45039,44145.0,58967.0,63337.0,32025.0,9938.0,3777.0,1113.0,437.0,233.0,433.0,Sci-Fi, Comedy, Thriller,,
Scan2Go,6.051546391752577,TV,52,"Aug 9, 2010 to Mar 29, 2011",Original,G - All Ages,2100,9,100,1199,94,204,503,60.0,29.0,96.0,186.0,266.0,175.0,68.0,40.0,26.0,24.0,Game, Cars, Space, Kids,
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),7.334275840402136,TV,12,"May 2, 2007 to Apr 13, 2008",Manga,PG - Children,10931,7,201,5251,215,219,5045,339.0,403.0,737.0,905.0,429.0,223.0,57.0,34.0,22.0,34.0,Sci-Fi, Comedy, Mecha,,
Ghost Messenger,6.723809523809524,OVA,2,"Dec 21, 2010 to Aug 19, 2014",Original,PG-13 - Teens 13 or older,1749,1,111,140,51,56,1391,22.0,1.0,10.0,26.0,18.0,14.0,6.0,2.0,1.0,5.0,Action, Supernatural,,,
Saki Achiga-hen: Episode of Side-A,7.30300869813204,TV,12,"Apr 9, 2012 to Jul 2, 2012",Manga,PG-13 - Teens 13 or older,31032,130,1724,17844,1068,1232,9164,958.0,1629.0,3717.0,4354.0,1985.0,888.0,289.0,110.0,45.0,51.0,Game, School, Slice of Life,,
Nurarihyon no Mago: Gekitou Dai Futsal Taikai! Nuragumi W Cup!!,6.525839793281654,Special,1,"Oct 23, 2010",Original,PG-13 - Teens 13 or older,6280,6,165,3790,102,130,2093,158.0,155.0,239.0,584.0,621.0,373.0,92.0,43.0,33.0,24.0,Action, Demons, Shounen, Sports, Supernatural
Dame Oyaji,4.836363636363636,TV,26,"Apr 2, 1974 to Oct 9, 1974",Manga,PG-13 - Teens 13 or older,297,0,18,72,10,76,121,6.0,1.0,4.0,7.0,5.0,6.0,5.0,4.0,7.0,10.0,Slice of Life, Comedy,,,
Jungle Kurobee,5.5,TV,31,"Mar 2, 1973 to Sep 28, 1973",Manga,PG-13 - Teens 13 or older,350,0,18,87,15,77,153,9.0,0.0,6.0,10.0,9.0,11.0,6.0,3.0,10.0,4.0,Comedy,,,,
Kyousou Giga,6.94357260211886,ONA,1,"Dec 1, 2011",Original,PG-13 - Teens 13 or older,41398,80,1054,24658,471,338,14877,824.0,1654.0,3681.0,5430.0,3397.0,1621.0,628.0,235.0,92.0,89.0,Action, Fantasy, Supernatural,,
Boku wa Tomodachi ga Sukunai Episode 0,6.768498572215821,OVA,1,"Sep 22, 2011",Light novel,PG-13 - Teens 13 or older,106075,54,1277,89621,636,420,14121,3298.0,4523.0,9910.0,17937.0,13312.0,6524.0,2447.0,1015.0,550.0,367.0,Slice of Life, Comedy, Romance, School,
Aoi Hitomi no Onnanoko no Ohanashi,6.157894736842105,Special,1,"Aug 13, 2009",Original,PG - Children,562,0,16,206,14,52,274,13.0,4.0,7.0,27.0,21.0,23.0,10.0,0.0,1.0,8.0,Drama, Historical,,,
Waza no Tabibito,4.920353982300885,Movie,1,"Jul 2, 2011",Original,PG-13 - Teens 13 or older,814,2,29,304,22,49,410,10.0,1.0,14.0,28.0,33.0,48.0,33.0,25.0,16.0,18.0,Adventure, Fantasy,,,
Ikoku Meiro no Croisée Picture Drama,6.419379844961241,Special,6,"Oct 26, 2011 to Mar 21, 2012",Manga,G - All Ages,3493,0,94,1885,79,86,1349,70.0,54.0,150.0,339.0,342.0,216.0,65.0,32.0,12.0,10.0,Historical, Seinen, Slice of Life,,
Kakko Kawaii Sengen! 2,5.640625,TV,10,"Aug 26, 2011 to Dec 22, 2011",Manga,PG-13 - Teens 13 or older,660,2,26,260,21,60,293,11.0,6.0,24.0,31.0,35.0,26.0,26.0,13.0,7.0,13.0,Comedy,,,,
Ultraman Kids: M7.8 Sei no Yukai na Nakama,5.116666666666666,Movie,1,"Mar 17, 1984",Other,PG - Children,408,0,11,172,8,75,142,6.0,3.0,11.0,12.0,20.0,25.0,15.0,7.0,8.0,13.0,Kids, Super Power,,,
Pokemon: Pikachu no Fuyuyasumi (2000),6.475744680851064,OVA,2,"Dec 22, 1999",Game,PG - Children,7630,2,78,5922,87,106,1437,269.0,164.0,405.0,788.0,957.0,624.0,180.0,79.0,27.0,32.0,Adventure, Comedy, Fantasy, Kids,
Pokemon: Pikachu no Fuyuyasumi (2001),6.457396449704142,OVA,3,"Dec 22, 2000",Game,PG - Children,7549,4,95,5740,99,121,1494,262.0,151.0,376.0,781.0,878.0,622.0,165.0,79.0,31.0,35.0,Adventure, Comedy, Fantasy, Kids,
Kowarekake no Orgel (Movie),7.352566371681416,Movie,1,"Sep 11, 2010",Original,G - All Ages,13933,19,318,7677,176,99,5663,499.0,666.0,1505.0,1587.0,804.0,373.0,129.0,45.0,27.0,15.0,Sci-Fi, Music, Slice of Life, Drama,
Seikon no Qwaser II Picture Drama,6.0480866062437055,Special,4,"Jul 6, 2011 to Oct 5, 2011",Original,R+ - Mild Nudity,11811,9,379,6495,268,255,4414,309.0,201.0,403.0,620.0,962.0,720.0,322.0,171.0,123.0,141.0,Ecchi,,,,
Tantei Opera Milky Holmes: Summer Special,7.00633967300634,Special,1,"Aug 25, 2011",Card game,PG-13 - Teens 13 or older,6435,3,116,4480,75,78,1686,183.0,251.0,617.0,966.0,556.0,273.0,89.0,39.0,14.0,9.0,Comedy, Mystery, Super Power,,
Queen's Blade OVA,6.39662273476112,OVA,2,"Oct 29, 2011 to Jan 28, 2012",Other,R+ - Mild Nudity,14103,18,588,7405,292,253,5565,298.0,267.0,607.0,1182.0,1219.0,677.0,279.0,145.0,117.0,65.0,Action, Adventure, Ecchi, Fantasy,
Nogizaka Haruka no Himitsu: Finale,7.386065762244194,OVA,4,"Aug 19, 2012 to Nov 28, 2012",Original,PG-13 - Teens 13 or older,32170,51,840,23971,549,344,6466,1801.0,2314.0,4233.0,4782.0,2343.0,1145.0,441.0,168.0,94.0,75.0,Comedy, Romance,,,
R-15: R15 Shounen Hyouryuuki,6.735366568914956,OVA,1,"Dec 13, 2011",Original,R+ - Mild Nudity,16885,2,325,12900,169,135,3356,612.0,704.0,1305.0,2346.0,1808.0,942.0,403.0,205.0,116.0,84.0,Adventure, Harem, Comedy, Parody, Romance
Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,6.966099823321555,OVA,1,"Dec 5, 2011",Light novel,R - 17+ (violence & profanity),18566,5,336,13741,182,133,4174,654.0,845.0,1713.0,2748.0,1639.0,823.0,339.0,155.0,90.0,50.0,Comedy, Supernatural, Romance, Ecchi, Vampire
Hourou Musuko Specials,7.651190476190476,Special,2,"Aug 24, 2011 to Sep 21, 2011",Manga,PG-13 - Teens 13 or older,8245,8,167,4964,128,91,2895,340.0,615.0,967.0,845.0,339.0,168.0,40.0,16.0,10.0,20.0,Drama, School,,,
Nekogami Yaoyorozu: Ohanami Ghostbusters,6.736596736596737,OVA,1,"Mar 21, 2012",Manga,PG-13 - Teens 13 or older,3422,0,108,1925,65,54,1270,54.0,75.0,216.0,418.0,302.0,155.0,37.0,14.0,8.0,8.0,Comedy, Supernatural, Seinen,,
Mobile Suit Gundam: The Origin,8.263033175355451,OVA,6,"Feb 28, 2015 to May 5, 2018",Manga,R+ - Mild Nudity,51377,594,8900,18361,2780,816,20520,3148.0,6058.0,5882.0,2462.0,716.0,259.0,140.0,56.0,35.0,234.0,Action, Mecha, Military, Sci-Fi, Shounen
Mushi no Tameiki,5.37070938215103,Music,1,"Jul 10, 2011",Original,G - All Ages,729,1,14,603,6,19,87,9.0,5.0,34.0,65.0,90.0,118.0,53.0,32.0,16.0,15.0,Music,,,,
Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,6.537037037037037,Movie,1,"Dec 5, 1993",Manga,PG-13 - Teens 13 or older,299,1,19,89,5,45,141,10.0,2.0,6.0,12.0,9.0,5.0,4.0,1.0,0.0,5.0,Comedy, Drama, Romance, School, Shounen
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,6.840494791666667,Special,1,"Sep 23, 2005",Original,PG - Children,5430,2,125,2585,118,116,2486,153.0,133.0,222.0,404.0,321.0,179.0,50.0,33.0,15.0,26.0,Sci-Fi, Comedy, Mecha,,
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,6.954203262233375,Special,1,"Jan 27, 2006",Original,PG - Children,5562,4,126,2663,119,119,2535,178.0,137.0,249.0,439.0,310.0,164.0,48.0,28.0,10.0,31.0,Sci-Fi, Comedy, Mecha,,
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi - Interval,6.528200537153088,Special,3,"Feb 25, 2004",Original,G - All Ages,5065,0,148,1912,137,142,2726,102.0,65.0,124.0,279.0,261.0,161.0,56.0,30.0,18.0,21.0,Sci-Fi, Comedy, Mecha,,
Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi,6.808181818181819,Special,3,"Jul 22, 2011",Original,PG - Children,4789,6,131,1885,132,137,2504,118.0,84.0,153.0,295.0,209.0,151.0,38.0,20.0,11.0,21.0,Sci-Fi, Comedy, Mecha,,
Pants Pankurou,5.5,TV,85,"Apr, 2004 to Mar, 2008",Original,G - All Ages,176,0,12,52,7,46,59,4.0,0.0,0.0,8.0,3.0,10.0,0.0,2.0,1.0,4.0,Slice of Life, Comedy, Kids,,
Toei Robot Girls,5.210875331564987,ONA,1,"Jul 2, 2011",Original,PG-13 - Teens 13 or older,1902,0,54,1188,28,37,595,12.0,12.0,35.0,91.0,163.0,241.0,91.0,51.0,26.0,32.0,Parody, Mecha, Sci-Fi,,
High Score,5.55663062037564,TV,8,"Nov 28, 2011 to Jan 30, 2012",4-koma manga,PG-13 - Teens 13 or older,7092,7,256,4395,138,379,1924,82.0,108.0,308.0,640.0,793.0,656.0,406.0,221.0,165.0,135.0,Slice of Life, Comedy, School, Shoujo,
Heavy,5.880434782608695,Movie,1,"Apr 14, 1990",Original,R - 17+ (violence & profanity),480,0,29,145,13,44,249,6.0,0.0,6.0,18.0,27.0,22.0,5.0,3.0,1.0,4.0,Action, Drama, Sports,,
Kagaku Bouken-tai Tansar 5,5.866666666666666,TV,34,"Jul 27, 1979 to Mar 28, 1980",Original,PG-13 - Teens 13 or older,304,0,21,85,15,64,119,7.0,5.0,5.0,5.0,9.0,16.0,3.0,2.0,2.0,6.0,Adventure, Mystery, Sci-Fi, Supernatural,
Circuit no Ookami II: Modena no Ken,5.153846153846154,OVA,1,"Dec 21, 1990",Manga,PG-13 - Teens 13 or older,522,0,28,148,11,57,278,8.0,2.0,3.0,10.0,10.0,30.0,5.0,8.0,8.0,7.0,Cars, Seinen,,,
48x61,5.193231441048035,ONA,1,2002,Original,PG-13 - Teens 13 or older,1649,0,19,1210,13,67,340,11.0,12.0,46.0,117.0,229.0,232.0,120.0,70.0,49.0,30.0,Sports, Comedy,,,
Zettai Zetsumei Dangerous Jiisan (2004),5.6,TV,51,"Apr 4, 2004 to Mar 27, 2005",Manga,PG - Children,308,0,14,90,13,61,130,3.0,1.0,7.0,10.0,9.0,15.0,5.0,5.0,2.0,3.0,Comedy, Kids,,,
Stray Sheep: Poe no Chicchana Daibouken,5.724137931034483,TV,12,"Oct 16, 2001 to Dec 22, 2001",Original,PG - Children,255,0,11,79,6,48,111,6.0,3.0,2.0,9.0,11.0,13.0,4.0,3.0,3.0,4.0,Comedy, Kids,,,
Ganbare!! Nattou-san,5.620689655172414,TV,4,"Jul 2, 2011 to Jul, 2011",Original,G - All Ages,239,1,19,45,8,64,103,8.0,0.0,0.0,5.0,2.0,3.0,2.0,0.0,4.0,5.0,Comedy,,,,
Fujilog 2nd Season,5.742424242424242,TV,13,"Oct 2, 2011 to Dec 26, 2011",Original,PG-13 - Teens 13 or older,312,1,26,96,12,50,128,9.0,2.0,4.0,8.0,12.0,12.0,9.0,2.0,1.0,7.0,Comedy,,,,
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,7.462545919182239,Movie,1,"Dec 23, 2011",Game,G - All Ages,11451,20,184,9341,100,134,1692,727.0,819.0,1485.0,1802.0,847.0,362.0,119.0,49.0,22.0,29.0,Sci-Fi, Sports, Super Power, Shounen,
